id,cpf,nome,data,inicio,fim,analista,cliente,fila,resultado,motivo,hora
ID-1455,304.693.276-97,Usuario Exemplo 455,2026-02-20,2026-03-29 11:06:00,11:34:00,Analista 14,Cliente 6,Fila 1,Aprovado,Fluxo Normal,11:00
ID-1456,166.689.544-82,Usuario Exemplo 456,2026-03-04,2026-03-29 11:47:00,12:05:00,Analista 23,Cliente 2,Fila 4,Reprovado Politica,Divergência Cadastral,11:00
ID-1457,520.612.398-34,Usuario Exemplo 457,2026-03-02,2026-03-29 15:28:00,16:02:00,Analista 3,Cliente 5,Fila 9,Reprovado Fraude,Score Baixo,15:00
ID-1458,713.902.679-27,Usuario Exemplo 458,2026-02-11,2026-03-29 09:17:00,09:45:00,Analista 26,Cliente 2,Fila 15,Pendente,Aguardando Documento,09:00
ID-1459,245.622.241-48,Usuario Exemplo 459,2026-02-24,2026-03-29 15:52:00,16:25:00,Analista 1,Cliente 2,Fila 11,Reprovado Fraude,Divergência Cadastral,15:00
ID-1460,481.516.908-34,Usuario Exemplo 460,2026-02-03,2026-03-29 14:41:00,15:04:00,Analista 29,Cliente 3,Fila 7,Aprovado,Fluxo Normal,14:00
ID-1461,812.583.518-30,Usuario Exemplo 461,2026-02-27,2026-03-29 15:58:00,16:33:00,Analista 12,Cliente 3,Fila 4,Pendente,Aguardando Documento,15:00
ID-1462,128.327.683-97,Usuario Exemplo 462,2026-02-08,2026-03-29 13:36:00,13:46:00,Analista 27,Cliente 1,Fila 5,Aprovado,Fluxo Normal,13:00
ID-1463,879.280.146-68,Usuario Exemplo 463,2026-01-29,2026-03-29 09:29:00,09:58:00,Analista 15,Cliente 3,Fila 10,Reprovado Fraude,Suspeita de Fraude,09:00
ID-1464,849.825.844-11,Usuario Exemplo 464,2026-01-29,2026-03-29 09:11:00,09:20:00,Analista 18,Cliente 1,Fila 4,Aprovado,Fluxo Normal,09:00
ID-1465,930.733.688-45,Usuario Exemplo 465,2026-02-13,2026-03-29 10:13:00,10:50:00,Analista 4,Cliente 4,Fila 13,Pendente,Aguardando Documento,10:00
ID-1466,815.743.266-69,Usuario Exemplo 466,2026-03-17,2026-03-29 12:20:00,12:36:00,Analista 30,Cliente 2,Fila 5,Reprovado Politica,Perfil de Risco,12:00
ID-1467,110.409.666-53,Usuario Exemplo 467,2026-01-28,2026-03-29 17:55:00,18:36:00,Analista 2,Cliente 2,Fila 17,Reprovado Politica,Renda Não Comprovada,17:00
ID-1468,440.971.225-32,Usuario Exemplo 468,2026-01-31,2026-03-29 13:36:00,13:51:00,Analista 4,Cliente 1,Fila 7,Aprovado,Fluxo Normal,13:00
ID-1469,410.817.369-42,Usuario Exemplo 469,2026-02-03,2026-03-29 11:33:00,11:49:00,Analista 25,Cliente 2,Fila 10,Reprovado Politica,Score Baixo,11:00
ID-1470,177.149.872-89,Usuario Exemplo 470,2026-03-21,2026-03-29 14:02:00,14:20:00,Analista 27,Cliente 3,Fila 4,Pendente,Aguardando Documento,14:00
ID-1471,786.677.854-11,Usuario Exemplo 471,2026-03-11,2026-03-29 11:20:00,11:53:00,Analista 1,Cliente 4,Fila 9,Reprovado Fraude,Suspeita de Fraude,11:00
ID-1472,911.190.524-61,Usuario Exemplo 472,2026-02-18,2026-03-29 11:55:00,12:31:00,Analista 27,Cliente 2,Fila 4,Pendente,Aguardando Documento,11:00
ID-1473,206.235.431-27,Usuario Exemplo 473,2026-01-30,2026-03-29 10:08:00,10:34:00,Analista 25,Cliente 4,Fila 9,Reprovado Fraude,Score Baixo,10:00
ID-1474,975.649.384-92,Usuario Exemplo 474,2026-03-16,2026-03-29 09:40:00,10:06:00,Analista 19,Cliente 3,Fila 10,Pendente,Aguardando Documento,09:00
ID-1475,950.249.254-30,Usuario Exemplo 475,2026-03-19,2026-03-29 17:31:00,17:42:00,Analista 1,Cliente 5,Fila 13,Reprovado Politica,Documentação Irregular,17:00
ID-1476,654.643.762-42,Usuario Exemplo 476,2026-01-31,2026-03-29 14:01:00,14:23:00,Analista 18,Cliente 2,Fila 4,Aprovado,Fluxo Normal,14:00
ID-1477,720.162.623-74,Usuario Exemplo 477,2026-02-22,2026-03-29 14:33:00,15:01:00,Analista 19,Cliente 1,Fila 6,Pendente,Aguardando Documento,14:00
ID-1478,499.899.909-20,Usuario Exemplo 478,2026-02-15,2026-03-29 12:43:00,12:54:00,Analista 29,Cliente 5,Fila 16,Aprovado,Fluxo Normal,12:00
ID-1479,647.450.966-21,Usuario Exemplo 479,2026-03-25,2026-03-29 17:37:00,17:51:00,Analista 6,Cliente 6,Fila 10,Reprovado Politica,Divergência Cadastral,17:00
ID-1480,697.271.782-81,Usuario Exemplo 480,2026-02-09,2026-03-29 14:29:00,15:11:00,Analista 9,Cliente 3,Fila 3,Aprovado,Fluxo Normal,14:00
ID-1481,929.196.371-27,Usuario Exemplo 481,2026-02-08,2026-03-29 17:51:00,17:59:00,Analista 1,Cliente 5,Fila 1,Aprovado,Fluxo Normal,17:00
ID-1482,747.959.844-12,Usuario Exemplo 482,2026-02-17,2026-03-29 09:10:00,09:44:00,Analista 9,Cliente 2,Fila 6,Pendente,Aguardando Documento,09:00
ID-1483,733.986.631-92,Usuario Exemplo 483,2026-03-25,2026-03-29 15:56:00,16:22:00,Analista 23,Cliente 2,Fila 2,Aprovado,Fluxo Normal,15:00
ID-1484,688.733.363-19,Usuario Exemplo 484,2026-02-20,2026-03-29 12:03:00,12:12:00,Analista 28,Cliente 1,Fila 7,Aprovado,Fluxo Normal,12:00
ID-1485,668.312.476-32,Usuario Exemplo 485,2026-02-19,2026-03-29 16:42:00,17:14:00,Analista 1,Cliente 2,Fila 8,Reprovado Politica,Renda Não Comprovada,16:00
ID-1486,773.341.762-53,Usuario Exemplo 486,2026-02-19,2026-03-29 13:23:00,13:40:00,Analista 18,Cliente 5,Fila 10,Pendente,Aguardando Documento,13:00
ID-1487,593.645.382-90,Usuario Exemplo 487,2026-02-19,2026-03-29 13:57:00,14:40:00,Analista 14,Cliente 6,Fila 8,Reprovado Politica,Renda Não Comprovada,13:00
ID-1488,435.452.675-11,Usuario Exemplo 488,2026-02-16,2026-03-29 10:42:00,11:23:00,Analista 28,Cliente 4,Fila 7,Reprovado Fraude,Perfil de Risco,10:00
ID-1489,719.568.709-25,Usuario Exemplo 489,2026-02-03,2026-03-29 17:30:00,17:49:00,Analista 30,Cliente 3,Fila 16,Reprovado Fraude,Score Baixo,17:00
ID-1490,246.640.529-78,Usuario Exemplo 490,2026-03-27,2026-03-29 11:31:00,12:13:00,Analista 10,Cliente 5,Fila 13,Pendente,Aguardando Documento,11:00
ID-1491,382.534.801-95,Usuario Exemplo 491,2026-02-28,2026-03-29 17:39:00,17:46:00,Analista 19,Cliente 4,Fila 18,Reprovado Fraude,Renda Não Comprovada,17:00
ID-1492,768.707.847-84,Usuario Exemplo 492,2026-02-08,2026-03-29 11:11:00,11:53:00,Analista 20,Cliente 6,Fila 10,Reprovado Fraude,Suspeita de Fraude,11:00
ID-1493,796.952.176-92,Usuario Exemplo 493,2026-03-06,2026-03-29 11:56:00,12:05:00,Analista 11,Cliente 3,Fila 16,Reprovado Politica,Renda Não Comprovada,11:00
ID-1494,939.782.625-70,Usuario Exemplo 494,2026-03-14,2026-03-29 15:45:00,15:59:00,Analista 29,Cliente 6,Fila 18,Pendente,Aguardando Documento,15:00
ID-1495,708.778.881-69,Usuario Exemplo 495,2026-02-21,2026-03-29 17:39:00,18:12:00,Analista 22,Cliente 5,Fila 5,Aprovado,Fluxo Normal,17:00
ID-1496,973.387.105-64,Usuario Exemplo 496,2026-02-09,2026-03-29 10:16:00,10:27:00,Analista 8,Cliente 1,Fila 3,Reprovado Politica,Perfil de Risco,10:00
ID-1497,410.167.767-25,Usuario Exemplo 497,2026-02-09,2026-03-29 17:08:00,17:32:00,Analista 28,Cliente 5,Fila 18,Reprovado Politica,Divergência Cadastral,17:00
ID-1498,544.338.754-98,Usuario Exemplo 498,2026-03-22,2026-03-29 17:44:00,18:06:00,Analista 1,Cliente 2,Fila 8,Aprovado,Fluxo Normal,17:00
ID-1499,488.791.582-55,Usuario Exemplo 499,2026-03-18,2026-03-29 12:31:00,13:10:00,Analista 2,Cliente 6,Fila 1,Reprovado Fraude,Perfil de Risco,12:00
ID-1500,603.230.822-10,Usuario Exemplo 500,2026-02-03,2026-03-29 09:40:00,09:46:00,Analista 29,Cliente 2,Fila 9,Pendente,Aguardando Documento,09:00
ID-1501,348.335.346-64,Usuario Exemplo 501,2026-02-18,2026-03-29 15:00:00,15:28:00,Analista 28,Cliente 5,Fila 7,Reprovado Politica,Perfil de Risco,15:00
ID-1502,388.965.637-62,Usuario Exemplo 502,2026-03-25,2026-03-29 17:38:00,17:45:00,Analista 28,Cliente 2,Fila 4,Pendente,Aguardando Documento,17:00
ID-1503,932.997.570-26,Usuario Exemplo 503,2026-02-23,2026-03-29 15:42:00,15:55:00,Analista 3,Cliente 2,Fila 6,Reprovado Fraude,Suspeita de Fraude,15:00
ID-1504,941.598.444-51,Usuario Exemplo 504,2026-02-05,2026-03-29 13:35:00,13:52:00,Analista 16,Cliente 3,Fila 11,Reprovado Fraude,Perfil de Risco,13:00
ID-1505,843.615.708-95,Usuario Exemplo 505,2026-03-02,2026-03-29 08:19:00,08:56:00,Analista 10,Cliente 1,Fila 1,Pendente,Aguardando Documento,08:00
ID-1506,452.344.815-93,Usuario Exemplo 506,2026-02-23,2026-03-29 09:22:00,09:59:00,Analista 2,Cliente 3,Fila 11,Aprovado,Fluxo Normal,09:00
ID-1507,309.841.952-12,Usuario Exemplo 507,2026-02-27,2026-03-29 09:54:00,10:30:00,Analista 1,Cliente 3,Fila 3,Reprovado Fraude,Documentação Irregular,09:00
ID-1508,235.639.550-87,Usuario Exemplo 508,2026-02-11,2026-03-29 11:57:00,12:16:00,Analista 7,Cliente 4,Fila 15,Pendente,Aguardando Documento,11:00
ID-1509,543.584.794-81,Usuario Exemplo 509,2026-03-13,2026-03-29 17:53:00,18:17:00,Analista 6,Cliente 2,Fila 7,Pendente,Aguardando Documento,17:00
ID-1510,657.975.621-40,Usuario Exemplo 510,2026-03-10,2026-03-29 14:46:00,15:30:00,Analista 12,Cliente 2,Fila 4,Aprovado,Fluxo Normal,14:00
ID-1511,516.468.553-99,Usuario Exemplo 511,2026-03-12,2026-03-29 15:07:00,15:15:00,Analista 4,Cliente 3,Fila 4,Aprovado,Fluxo Normal,15:00
ID-1512,317.252.946-17,Usuario Exemplo 512,2026-02-24,2026-03-29 12:44:00,13:12:00,Analista 2,Cliente 2,Fila 4,Reprovado Fraude,Documentação Irregular,12:00
ID-1513,106.817.803-76,Usuario Exemplo 513,2026-02-06,2026-03-29 12:52:00,13:20:00,Analista 24,Cliente 4,Fila 7,Reprovado Fraude,Suspeita de Fraude,12:00
ID-1514,917.821.608-10,Usuario Exemplo 514,2026-01-28,2026-03-29 13:38:00,13:47:00,Analista 13,Cliente 1,Fila 14,Aprovado,Fluxo Normal,13:00
ID-1515,201.748.493-31,Usuario Exemplo 515,2026-02-16,2026-03-29 14:55:00,15:33:00,Analista 24,Cliente 5,Fila 3,Reprovado Politica,Renda Não Comprovada,14:00
ID-1516,666.771.924-55,Usuario Exemplo 516,2026-03-25,2026-03-29 16:36:00,17:02:00,Analista 29,Cliente 5,Fila 15,Pendente,Aguardando Documento,16:00
ID-1517,384.819.623-10,Usuario Exemplo 517,2026-02-25,2026-03-29 15:02:00,15:24:00,Analista 30,Cliente 6,Fila 1,Reprovado Fraude,Documentação Irregular,15:00
ID-1518,698.220.420-14,Usuario Exemplo 518,2026-03-17,2026-03-29 10:57:00,11:09:00,Analista 7,Cliente 5,Fila 14,Reprovado Fraude,Suspeita de Fraude,10:00
ID-1519,729.594.815-26,Usuario Exemplo 519,2026-03-01,2026-03-29 10:26:00,11:11:00,Analista 7,Cliente 5,Fila 2,Pendente,Aguardando Documento,10:00
ID-1520,297.790.787-34,Usuario Exemplo 520,2026-03-27,2026-03-29 16:46:00,17:18:00,Analista 24,Cliente 4,Fila 16,Pendente,Aguardando Documento,16:00
ID-1521,521.905.384-94,Usuario Exemplo 521,2026-03-26,2026-03-29 09:27:00,09:40:00,Analista 24,Cliente 3,Fila 1,Pendente,Aguardando Documento,09:00
ID-1522,564.815.949-62,Usuario Exemplo 522,2026-03-12,2026-03-29 14:33:00,14:57:00,Analista 14,Cliente 2,Fila 9,Reprovado Fraude,Suspeita de Fraude,14:00
ID-1523,389.348.918-21,Usuario Exemplo 523,2026-03-27,2026-03-29 16:56:00,17:03:00,Analista 22,Cliente 1,Fila 15,Reprovado Politica,Score Baixo,16:00
ID-1524,754.477.974-43,Usuario Exemplo 524,2026-02-02,2026-03-29 09:10:00,09:39:00,Analista 14,Cliente 1,Fila 18,Pendente,Aguardando Documento,09:00
ID-1525,663.127.952-82,Usuario Exemplo 525,2026-03-10,2026-03-29 16:15:00,17:00:00,Analista 24,Cliente 4,Fila 16,Pendente,Aguardando Documento,16:00
ID-1526,569.298.231-92,Usuario Exemplo 526,2026-01-28,2026-03-29 11:02:00,11:25:00,Analista 24,Cliente 3,Fila 4,Aprovado,Fluxo Normal,11:00
ID-1527,434.550.330-44,Usuario Exemplo 527,2026-03-04,2026-03-29 14:11:00,14:22:00,Analista 24,Cliente 1,Fila 16,Pendente,Aguardando Documento,14:00
ID-1528,527.975.329-92,Usuario Exemplo 528,2026-02-15,2026-03-29 08:19:00,08:40:00,Analista 19,Cliente 3,Fila 9,Aprovado,Fluxo Normal,08:00
ID-1529,827.629.731-38,Usuario Exemplo 529,2026-02-10,2026-03-29 12:26:00,12:54:00,Analista 3,Cliente 4,Fila 18,Reprovado Fraude,Documentação Irregular,12:00
ID-1530,660.177.504-23,Usuario Exemplo 530,2026-02-09,2026-03-29 16:45:00,17:06:00,Analista 27,Cliente 5,Fila 12,Reprovado Politica,Perfil de Risco,16:00
ID-1531,173.476.398-36,Usuario Exemplo 531,2026-03-09,2026-03-29 10:22:00,10:50:00,Analista 5,Cliente 5,Fila 8,Reprovado Fraude,Divergência Cadastral,10:00
ID-1532,905.248.449-94,Usuario Exemplo 532,2026-02-09,2026-03-29 10:56:00,11:17:00,Analista 13,Cliente 4,Fila 8,Reprovado Politica,Documentação Irregular,10:00
ID-1533,913.614.465-85,Usuario Exemplo 533,2026-03-19,2026-03-29 17:35:00,18:11:00,Analista 18,Cliente 6,Fila 7,Reprovado Fraude,Perfil de Risco,17:00
ID-1534,280.357.537-85,Usuario Exemplo 534,2026-02-15,2026-03-29 09:51:00,10:27:00,Analista 10,Cliente 5,Fila 1,Pendente,Aguardando Documento,09:00
ID-1535,503.384.838-83,Usuario Exemplo 535,2026-02-23,2026-03-29 14:23:00,14:36:00,Analista 8,Cliente 4,Fila 4,Pendente,Aguardando Documento,14:00
ID-1536,964.756.120-39,Usuario Exemplo 536,2026-03-22,2026-03-29 16:12:00,16:24:00,Analista 3,Cliente 3,Fila 15,Reprovado Politica,Documentação Irregular,16:00
ID-1537,111.560.814-71,Usuario Exemplo 537,2026-02-25,2026-03-29 10:37:00,10:44:00,Analista 14,Cliente 5,Fila 17,Aprovado,Fluxo Normal,10:00
ID-1538,375.493.255-19,Usuario Exemplo 538,2026-02-27,2026-03-29 11:52:00,12:12:00,Analista 14,Cliente 4,Fila 17,Aprovado,Fluxo Normal,11:00
ID-1539,918.313.894-55,Usuario Exemplo 539,2026-03-25,2026-03-29 16:46:00,17:11:00,Analista 15,Cliente 2,Fila 6,Pendente,Aguardando Documento,16:00
ID-1540,125.435.416-73,Usuario Exemplo 540,2026-02-10,2026-03-29 14:05:00,14:42:00,Analista 25,Cliente 3,Fila 9,Reprovado Politica,Perfil de Risco,14:00
ID-1541,602.400.184-84,Usuario Exemplo 541,2026-03-10,2026-03-29 16:46:00,17:11:00,Analista 1,Cliente 1,Fila 5,Pendente,Aguardando Documento,16:00
ID-1542,460.779.727-39,Usuario Exemplo 542,2026-03-06,2026-03-29 09:25:00,09:42:00,Analista 29,Cliente 6,Fila 5,Reprovado Politica,Documentação Irregular,09:00
ID-1543,123.878.184-54,Usuario Exemplo 543,2026-03-23,2026-03-29 12:52:00,13:26:00,Analista 18,Cliente 1,Fila 6,Reprovado Fraude,Perfil de Risco,12:00
ID-1544,601.653.151-78,Usuario Exemplo 544,2026-02-25,2026-03-29 17:19:00,17:42:00,Analista 29,Cliente 6,Fila 17,Reprovado Fraude,Score Baixo,17:00
ID-1545,144.576.206-93,Usuario Exemplo 545,2026-03-02,2026-03-29 10:12:00,10:35:00,Analista 24,Cliente 4,Fila 7,Reprovado Fraude,Documentação Irregular,10:00
ID-1546,421.152.256-43,Usuario Exemplo 546,2026-02-20,2026-03-29 09:43:00,10:03:00,Analista 30,Cliente 4,Fila 10,Pendente,Aguardando Documento,09:00
ID-1547,622.407.371-54,Usuario Exemplo 547,2026-02-20,2026-03-29 13:36:00,14:03:00,Analista 26,Cliente 6,Fila 17,Aprovado,Fluxo Normal,13:00
ID-1548,144.753.577-58,Usuario Exemplo 548,2026-03-26,2026-03-29 15:32:00,15:55:00,Analista 8,Cliente 1,Fila 11,Aprovado,Fluxo Normal,15:00
ID-1549,282.542.695-39,Usuario Exemplo 549,2026-02-27,2026-03-29 13:35:00,13:57:00,Analista 27,Cliente 2,Fila 3,Reprovado Politica,Suspeita de Fraude,13:00
ID-1550,208.830.757-89,Usuario Exemplo 550,2026-02-08,2026-03-29 11:38:00,12:09:00,Analista 7,Cliente 5,Fila 5,Aprovado,Fluxo Normal,11:00
ID-1551,847.189.612-71,Usuario Exemplo 551,2026-03-23,2026-03-29 12:59:00,13:44:00,Analista 15,Cliente 1,Fila 18,Reprovado Politica,Score Baixo,12:00
ID-1552,155.476.428-46,Usuario Exemplo 552,2026-01-28,2026-03-29 16:01:00,16:44:00,Analista 17,Cliente 1,Fila 2,Reprovado Politica,Renda Não Comprovada,16:00
ID-1553,700.169.507-82,Usuario Exemplo 553,2026-02-02,2026-03-29 10:36:00,10:41:00,Analista 8,Cliente 3,Fila 12,Reprovado Politica,Divergência Cadastral,10:00
ID-1554,100.147.534-20,Usuario Exemplo 554,2026-02-15,2026-03-29 09:11:00,09:34:00,Analista 6,Cliente 5,Fila 2,Aprovado,Fluxo Normal,09:00
ID-1555,132.856.462-74,Usuario Exemplo 555,2026-02-13,2026-03-29 14:04:00,14:23:00,Analista 21,Cliente 6,Fila 15,Pendente,Aguardando Documento,14:00
ID-1556,247.559.349-35,Usuario Exemplo 556,2026-01-30,2026-03-29 13:28:00,13:40:00,Analista 26,Cliente 4,Fila 1,Pendente,Aguardando Documento,13:00
ID-1557,501.743.143-65,Usuario Exemplo 557,2026-02-22,2026-03-29 12:02:00,12:07:00,Analista 20,Cliente 4,Fila 7,Reprovado Fraude,Documentação Irregular,12:00
ID-1558,494.813.202-12,Usuario Exemplo 558,2026-03-16,2026-03-29 12:51:00,13:35:00,Analista 17,Cliente 4,Fila 8,Aprovado,Fluxo Normal,12:00
ID-1559,425.271.714-17,Usuario Exemplo 559,2026-03-01,2026-03-29 17:48:00,18:14:00,Analista 13,Cliente 1,Fila 2,Reprovado Fraude,Divergência Cadastral,17:00
ID-1560,430.579.476-44,Usuario Exemplo 560,2026-02-25,2026-03-29 08:07:00,08:52:00,Analista 27,Cliente 3,Fila 13,Reprovado Politica,Perfil de Risco,08:00
ID-1561,588.966.131-96,Usuario Exemplo 561,2026-03-18,2026-03-29 16:37:00,17:21:00,Analista 30,Cliente 2,Fila 18,Pendente,Aguardando Documento,16:00
ID-1562,125.840.976-40,Usuario Exemplo 562,2026-03-20,2026-03-29 10:46:00,11:10:00,Analista 22,Cliente 6,Fila 12,Pendente,Aguardando Documento,10:00
ID-1563,869.199.329-84,Usuario Exemplo 563,2026-02-10,2026-03-29 09:30:00,09:39:00,Analista 23,Cliente 2,Fila 18,Pendente,Aguardando Documento,09:00
ID-1564,761.729.913-73,Usuario Exemplo 564,2026-02-11,2026-03-29 08:09:00,08:38:00,Analista 22,Cliente 4,Fila 11,Reprovado Fraude,Perfil de Risco,08:00
ID-1565,537.236.454-71,Usuario Exemplo 565,2026-03-25,2026-03-29 14:35:00,15:00:00,Analista 26,Cliente 3,Fila 11,Reprovado Politica,Divergência Cadastral,14:00
ID-1566,690.166.859-94,Usuario Exemplo 566,2026-03-17,2026-03-29 13:42:00,14:21:00,Analista 18,Cliente 3,Fila 17,Reprovado Fraude,Perfil de Risco,13:00
ID-1567,230.567.773-64,Usuario Exemplo 567,2026-02-24,2026-03-29 10:06:00,10:25:00,Analista 8,Cliente 3,Fila 5,Pendente,Aguardando Documento,10:00
ID-1568,407.592.658-96,Usuario Exemplo 568,2026-03-19,2026-03-29 14:21:00,14:27:00,Analista 16,Cliente 3,Fila 1,Aprovado,Fluxo Normal,14:00
ID-1569,880.809.375-58,Usuario Exemplo 569,2026-01-30,2026-03-29 16:12:00,16:33:00,Analista 28,Cliente 4,Fila 6,Reprovado Fraude,Score Baixo,16:00
ID-1570,366.635.930-33,Usuario Exemplo 570,2026-02-11,2026-03-29 15:44:00,16:11:00,Analista 16,Cliente 1,Fila 16,Aprovado,Fluxo Normal,15:00
ID-1571,498.271.551-89,Usuario Exemplo 571,2026-03-04,2026-03-29 08:48:00,09:15:00,Analista 17,Cliente 3,Fila 8,Pendente,Aguardando Documento,08:00
ID-1572,446.724.930-64,Usuario Exemplo 572,2026-03-29,2026-03-29 08:10:00,08:46:00,Analista 4,Cliente 6,Fila 9,Reprovado Politica,Perfil de Risco,08:00
ID-1573,157.681.277-93,Usuario Exemplo 573,2026-02-07,2026-03-29 10:21:00,10:29:00,Analista 20,Cliente 3,Fila 18,Pendente,Aguardando Documento,10:00
ID-1574,913.814.426-20,Usuario Exemplo 574,2026-02-14,2026-03-29 15:49:00,16:29:00,Analista 8,Cliente 1,Fila 7,Reprovado Politica,Suspeita de Fraude,15:00
ID-1575,844.264.772-49,Usuario Exemplo 575,2026-03-17,2026-03-29 16:24:00,16:29:00,Analista 10,Cliente 5,Fila 17,Pendente,Aguardando Documento,16:00
ID-1576,333.518.779-88,Usuario Exemplo 576,2026-02-04,2026-03-29 13:58:00,14:42:00,Analista 26,Cliente 4,Fila 5,Reprovado Politica,Suspeita de Fraude,13:00
ID-1577,887.822.790-97,Usuario Exemplo 577,2026-02-05,2026-03-29 15:45:00,16:10:00,Analista 11,Cliente 5,Fila 14,Aprovado,Fluxo Normal,15:00
ID-1578,491.999.407-20,Usuario Exemplo 578,2026-01-31,2026-03-29 11:06:00,11:35:00,Analista 29,Cliente 6,Fila 3,Reprovado Politica,Documentação Irregular,11:00
ID-1579,971.774.497-34,Usuario Exemplo 579,2026-03-25,2026-03-29 12:23:00,12:31:00,Analista 3,Cliente 1,Fila 2,Reprovado Fraude,Score Baixo,12:00
ID-1580,168.220.825-49,Usuario Exemplo 580,2026-03-17,2026-03-29 15:08:00,15:39:00,Analista 24,Cliente 1,Fila 15,Pendente,Aguardando Documento,15:00
ID-1581,249.613.300-70,Usuario Exemplo 581,2026-03-21,2026-03-29 14:07:00,14:50:00,Analista 27,Cliente 4,Fila 11,Pendente,Aguardando Documento,14:00
ID-1582,626.278.355-33,Usuario Exemplo 582,2026-01-31,2026-03-29 09:33:00,09:56:00,Analista 3,Cliente 6,Fila 11,Reprovado Politica,Divergência Cadastral,09:00
ID-1583,194.592.394-66,Usuario Exemplo 583,2026-03-21,2026-03-29 09:10:00,09:28:00,Analista 19,Cliente 1,Fila 12,Reprovado Fraude,Divergência Cadastral,09:00
ID-1584,318.507.947-45,Usuario Exemplo 584,2026-03-23,2026-03-29 09:09:00,09:39:00,Analista 20,Cliente 4,Fila 9,Reprovado Politica,Suspeita de Fraude,09:00
ID-1585,388.863.989-54,Usuario Exemplo 585,2026-03-03,2026-03-29 13:29:00,13:49:00,Analista 15,Cliente 2,Fila 1,Pendente,Aguardando Documento,13:00
ID-1586,172.331.491-38,Usuario Exemplo 586,2026-02-01,2026-03-29 08:52:00,09:21:00,Analista 30,Cliente 5,Fila 18,Reprovado Politica,Perfil de Risco,08:00
ID-1587,842.538.561-60,Usuario Exemplo 587,2026-03-23,2026-03-29 14:58:00,15:14:00,Analista 30,Cliente 4,Fila 15,Pendente,Aguardando Documento,14:00
ID-1588,265.831.243-22,Usuario Exemplo 588,2026-03-10,2026-03-29 08:50:00,09:35:00,Analista 16,Cliente 2,Fila 15,Reprovado Politica,Suspeita de Fraude,08:00
ID-1589,563.967.486-30,Usuario Exemplo 589,2026-02-15,2026-03-29 11:44:00,12:03:00,Analista 24,Cliente 6,Fila 14,Reprovado Fraude,Perfil de Risco,11:00
ID-1590,996.904.447-69,Usuario Exemplo 590,2026-03-01,2026-03-29 11:06:00,11:37:00,Analista 18,Cliente 6,Fila 7,Reprovado Politica,Renda Não Comprovada,11:00
ID-1591,324.628.812-79,Usuario Exemplo 591,2026-02-25,2026-03-29 08:45:00,08:58:00,Analista 16,Cliente 4,Fila 12,Reprovado Politica,Divergência Cadastral,08:00
ID-1592,562.895.895-73,Usuario Exemplo 592,2026-03-18,2026-03-29 16:23:00,16:38:00,Analista 17,Cliente 4,Fila 5,Reprovado Fraude,Renda Não Comprovada,16:00
ID-1593,540.625.233-99,Usuario Exemplo 593,2026-02-11,2026-03-29 10:38:00,10:46:00,Analista 16,Cliente 5,Fila 13,Reprovado Fraude,Score Baixo,10:00
ID-1594,533.495.162-47,Usuario Exemplo 594,2026-03-27,2026-03-29 14:30:00,14:37:00,Analista 8,Cliente 4,Fila 16,Reprovado Fraude,Perfil de Risco,14:00
ID-1595,996.729.151-81,Usuario Exemplo 595,2026-02-17,2026-03-29 12:30:00,12:53:00,Analista 7,Cliente 6,Fila 1,Reprovado Fraude,Documentação Irregular,12:00
ID-1596,846.815.709-28,Usuario Exemplo 596,2026-02-05,2026-03-29 16:12:00,16:50:00,Analista 10,Cliente 4,Fila 12,Aprovado,Fluxo Normal,16:00
ID-1597,416.879.916-46,Usuario Exemplo 597,2026-02-08,2026-03-29 14:22:00,14:43:00,Analista 12,Cliente 2,Fila 7,Pendente,Aguardando Documento,14:00
ID-1598,948.621.930-49,Usuario Exemplo 598,2026-03-23,2026-03-29 11:08:00,11:25:00,Analista 30,Cliente 6,Fila 8,Reprovado Fraude,Divergência Cadastral,11:00
ID-1599,389.303.593-51,Usuario Exemplo 599,2026-03-08,2026-03-29 11:23:00,11:38:00,Analista 8,Cliente 1,Fila 8,Pendente,Aguardando Documento,11:00
ID-1600,658.992.143-19,Usuario Exemplo 600,2026-03-10,2026-03-29 09:46:00,10:03:00,Analista 16,Cliente 1,Fila 6,Reprovado Politica,Divergência Cadastral,09:00
ID-1601,767.770.393-40,Usuario Exemplo 601,2026-03-05,2026-03-29 10:14:00,10:30:00,Analista 3,Cliente 2,Fila 4,Aprovado,Fluxo Normal,10:00
ID-1602,547.960.349-56,Usuario Exemplo 602,2026-03-16,2026-03-29 13:04:00,13:46:00,Analista 4,Cliente 4,Fila 11,Aprovado,Fluxo Normal,13:00
ID-1603,992.696.744-87,Usuario Exemplo 603,2026-01-27,2026-03-29 12:03:00,12:47:00,Analista 15,Cliente 6,Fila 3,Reprovado Fraude,Perfil de Risco,12:00
ID-1604,420.160.179-13,Usuario Exemplo 604,2026-02-07,2026-03-29 09:44:00,09:57:00,Analista 27,Cliente 1,Fila 12,Reprovado Fraude,Documentação Irregular,09:00
ID-1605,572.462.441-99,Usuario Exemplo 605,2026-03-23,2026-03-29 13:48:00,14:27:00,Analista 28,Cliente 4,Fila 9,Reprovado Fraude,Perfil de Risco,13:00
ID-1606,147.172.657-83,Usuario Exemplo 606,2026-03-16,2026-03-29 12:13:00,12:47:00,Analista 27,Cliente 5,Fila 10,Aprovado,Fluxo Normal,12:00
